com_id,savi_id,misc_id,involvement_source_id_fk,involvement_source_desc,org_name,qualifying_naics,PrimaryNaics,PrimaryNaics_Desc,SecondaryNaics,SecondaryNaics_Desc,group_id,group_desc,parent_group_id,parent_group_desc
140909458,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Our Lady Of Lourdes ,611110,813110,  Religious organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140911876,885552,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Sunny Heights Elementary Schl ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140921354,860153,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Eastwood Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140921560,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Elementary 55 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140925652,860377,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,John Strange Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140925751,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Public Elementary School 84 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140927872,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Sidener Academy ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140931718,900617,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Skiles Test Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140935032,860150,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Daniel Webster School 46 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140939679,860189,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Clarence L Farrington Schl 61 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140939752,860321,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Cold Spring School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140940784,860305,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ernie Pyle School 90 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140949181,884933,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Ben Davis High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140949751,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Public Elementary School 79 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140950015,884916,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Chapelwood Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140951732,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Garden City Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140945924,861677,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,St Andrew Presbyterian Church ,611110,813110,  Religious organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140953241,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Elementary 107 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140955642,862932,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Speedway Schools ,611110,611110,  Elementary and secondary schools,921120,  Legislative bodies,1,Elementary & Secondary Schools,1,Education Cluster
140955691,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Fisher Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140955782,860102,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Speedway Senior High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140957077,860357,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Westlake Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140957226,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Willard J Gambold High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140959735,860054,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Emmerich Manual High School ,611110,611110,  Elementary and secondary schools,813910,  Business associations,1,Elementary & Secondary Schools,1,Education Cluster
140961442,860255,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,James A Garfield School 31 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140965450,860110,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Arlington Community High ,611110,611110,  Elementary and secondary schools,524210,  Insurance agencies and brokerages,1,Elementary & Secondary Schools,1,Education Cluster
140966102,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Brook Park Elementary School ,611110,611110,  Elementary and secondary schools,813319,  Other social advocacy organizations,1,Elementary & Secondary Schools,1,Education Cluster
140966599,860301,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Charles W Fairbanks Ips ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140968181,860307,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Floro Torrence School 83 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140968942,900621,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Harrison Hill Elementary Sch ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140970153,860086,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lawrence Central High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140972696,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Elementary 106 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140977828,860233,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Bunker Hill Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140978081,862153,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Calvary Lutheran Church ,611110,813110,  Religious organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140981093,860971,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Independent Nazarene Church ,611110,813110,  Religious organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140981945,860265,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Southport Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140986316,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,St Roch Catholic Church ,611110,813110,  Religious organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140986449,860504,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Suburban Christian Schools ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140987538,860382,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Winchester Village Elementary ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140988536,860436,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Brookview Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140989419,860443,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Eastridge Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140990037,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Heather Hills Elementary Schl ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140990565,860440,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lakeside Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140992033,860234,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Stonybrook Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140984691,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Elementary 65 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140985896,860083,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Southport High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140993742,NULL,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Sylvan Learning Center Seventy ,611110,611691,  Exam preparation and tutoring,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140996034,860360,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Robey Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140996497,861592,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Westside Christian School ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
140997537,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Francis Scott Key School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140997784,860104,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,John Marshall High School ,611110,611110,  Elementary and secondary schools,524210,  Insurance agencies and brokerages,1,Elementary & Secondary Schools,1,Education Cluster
140998154,860364,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Oaklandon Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
140998998,860340,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Arlington Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141000679,860156,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Creston Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141001073,860441,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Grassy Creek Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141001537,860439,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lowell Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141014795,860117,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Liberty Early Elementary ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141014936,860324,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Maplewood Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141015339,885973,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Mcclelland Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141017533,860361,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Rhoades Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141018317,886235,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lynhurst 7 & 8 Grade Center ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141018580,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Stephen Decatur Elementary ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141018614,885204,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Stout Field Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141019430,100022,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Decatur Township Schools ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141021543,860225,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Allisonville Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141004937,890304,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Washington Township Community Educ ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141005223,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,J Everett Light Career Center ,611110,611110,  Elementary and secondary schools,611310,  Colleges and universities,1,Elementary & Secondary Schools,1,Education Cluster
141006148,860376,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Nora Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141006239,860080,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,North Central High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141006304,860152,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Northview Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141007450,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Washington Township Schools ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
141032508,860246,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Eagle Creek Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141033209,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Guion Creek Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141033217,860158,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Guion Creek Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141033738,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Elementary 109 ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141011452,860089,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Decatur Central High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141011494,860270,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Decatur Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141036939,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Crestview Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141037671,860085,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lawrence North High School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141037895,860464,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Mary E Castle Elementary Sch ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141038760,860087,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Franklin Central High School ,611110,611110,  Elementary and secondary schools,813410,  Civic and social organizations,1,Elementary & Secondary Schools,1,Education Cluster
141038778,864989,NULL,4,Workforce & Education NAICS Custom Cluster - Secondary,Franklin Twp School Admin Ofc ,611110,813319,  Other social advocacy organizations,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
141041905,860223,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Greenbriar Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141043869,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Orchard School ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
141044610,860375,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Spring Mill Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141045161,860151,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Westlane Middle School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141038950,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Franklin Twp Middle Sch West ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141047324,860228,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Central Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
141052449,860082,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Pike High School ,611110,611110,  Elementary and secondary schools,999990,NULL,1,Elementary & Secondary Schools,1,Education Cluster
207097049,860066,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Christel House Academy ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
208310003,860381,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Jeremiah Gray-edison School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
208310045,860159,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Lincoln Middle School ,611110,611110,  Elementary and secondary schools,813410,  Civic and social organizations,1,Elementary & Secondary Schools,1,Education Cluster
208310102,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Indianapolis Maria Montessori ,611110,611110,  Elementary and secondary schools,611110,  Elementary and secondary schools,1,Elementary & Secondary Schools,1,Education Cluster
208310300,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Irvington Community Elementary ,611110,611110,  Elementary and secondary schools,999990,NULL,1,Elementary & Secondary Schools,1,Education Cluster
211028402,886536,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Liberty Park Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288026,860492,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Hornet Park Elementary School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288034,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Kitley Intermediate School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288083,860055,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Thomas Carr Howe Community High ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288141,860380,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Rosa Parks Elementary ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288166,NULL,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Renaissance School ,611110,611110,  Elementary and secondary schools,NULL,NULL,1,Elementary & Secondary Schools,1,Education Cluster
233288174,860038,NULL,1,Workforce & Education NAICS Custom Cluster - Primary,Warren Early Childhood Center ,611110,611110,  Elementary and secondary schools,611710,  Educational support services,1,Elementary & Secondary Schools,1,Education Cluster
